geneID	geneSymbol	module
ENSG00000116704	SLC35D1	metabolic
ENSG00000117410	ATP6V0B	metabolic
ENSG00000117620	SLC35A3	metabolic
ENSG00000118777	ABCG2	metabolic
ENSG00000119392	GLE1	metabolic
ENSG00000119899	SLC17A5	metabolic
ENSG00000120253	NUP43	metabolic
ENSG00000124164	VAPB	metabolic
ENSG00000124299	PEPD	metabolic
ENSG00000124406	ATP8A1	metabolic
ENSG00000124789	NUP153	metabolic
ENSG00000125450	NUP85	metabolic
ENSG00000126883	NUP214	metabolic
ENSG00000128524	ATP6V1F	metabolic
ENSG00000130227	XPO7	metabolic
ENSG00000130958	SLC35D2	metabolic
ENSG00000131100	ATP6V1E1	metabolic
ENSG00000132182	NUP210	metabolic
ENSG00000132517	SLC52A1	metabolic
ENSG00000133275	CSNK1G2	metabolic
ENSG00000134812	CBLIF	metabolic
ENSG00000136243	NUP42	metabolic
ENSG00000136888	ATP6V1G1	metabolic
ENSG00000138750	NUP54	metabolic
ENSG00000139370	SLC15A4	metabolic
ENSG00000139496	NUP58	metabolic
ENSG00000139914	FITM1	metabolic
ENSG00000141179	PCTP	metabolic
ENSG00000141338	ABCA8	metabolic
ENSG00000141458	NPC1	metabolic
ENSG00000141552	ANAPC11	metabolic
ENSG00000142875	PRKACB	metabolic
ENSG00000143324	XPR1	metabolic
ENSG00000143515	ATP8B2	metabolic
ENSG00000143552	NUP210L	metabolic
ENSG00000143882	ATP6V1C2	metabolic
ENSG00000147003	CLTRN	metabolic
ENSG00000147416	ATP6V1B2	metabolic
ENSG00000147614	ATP6V0D2	metabolic
ENSG00000149929	HIRIP3	metabolic
ENSG00000151418	ATP6V1G3	metabolic
ENSG00000152683	SLC30A6	metabolic
ENSG00000153201	RANBP2	metabolic
ENSG00000153207	AHCTF1	metabolic
ENSG00000155097	ATP6V1C1	metabolic
ENSG00000155561	NUP205	metabolic
ENSG00000157020	SEC13	metabolic
ENSG00000157349	DDX19B	metabolic
ENSG00000157593	SLC35B2	metabolic
ENSG00000159720	ATP6V0D1	metabolic
ENSG00000162390	ACOT11	metabolic
ENSG00000162695	SLC30A7	metabolic
ENSG00000163002	NUP35	metabolic
ENSG00000163590	PPM1L	metabolic
ENSG00000164414	SLC35A1	metabolic
ENSG00000165059	PRKACG	metabolic
ENSG00000166126	AMN	metabolic
ENSG00000167676	PLIN4	metabolic
ENSG00000167972	ABCA3	metabolic
ENSG00000168000	BSCL2	metabolic
ENSG00000169180	XPO6	metabolic
ENSG00000172531	PPP1CA	metabolic
ENSG00000172940	SLC22A13	metabolic
ENSG00000173208	ABCD2	metabolic
ENSG00000180185	FAHD1	metabolic
ENSG00000181830	SLC35C1	metabolic
ENSG00000183463	URAD	metabolic
ENSG00000184304	PRKD1	metabolic
ENSG00000185344	ATP6V0A2	metabolic
ENSG00000185803	SLC52A2	metabolic
ENSG00000185883	ATP6V0C	metabolic
ENSG00000186298	PPP1CC	metabolic
ENSG00000196313	POM121	metabolic
ENSG00000197296	FITM2	metabolic
ENSG00000197746	PSAP	metabolic
ENSG00000197818	SLC9A8	metabolic
ENSG00000198088	NUP62CL	metabolic
ENSG00000198246	SLC29A3	metabolic
ENSG00000198691	ABCA4	metabolic
ENSG00000205060	SLC35B4	metabolic
ENSG00000206190	ATP10A	metabolic
ENSG00000213024	NUP62	metabolic
ENSG00000213639	PPP1CB	metabolic
ENSG00000213760	ATP6V1G2	metabolic
ENSG00000250565	ATP6V1E2	metabolic
ENSG00000281500	SLC37A4	metabolic
ENSG00000112096		metabolic
ENSG00000112096		metabolic
ENSG00000263464		metabolic
ENSG00000005243	COPZ2	secretory
ENSG00000007255	TRAPPC6A	secretory
ENSG00000008952	SEC62	secretory
ENSG00000025796	SEC63	secretory
ENSG00000033170	FUT8	secretory
ENSG00000041357	PSMA4	secretory
ENSG00000044574	HSPA5	secretory
ENSG00000054116	TRAPPC3	secretory
ENSG00000055130	CUL1	secretory
ENSG00000058262	SEC61A1	secretory
ENSG00000065000	AP3D1	secretory
ENSG00000066427	ATXN3	secretory
ENSG00000070010	UFD1	secretory
ENSG00000070367	EXOC5	secretory
ENSG00000070718	AP3M2	secretory
ENSG00000071537	SEL1L	secretory
ENSG00000072958	AP1M1	secretory
ENSG00000073849	ST6GAL1	secretory
ENSG00000073969	NSF	secretory
ENSG00000079950	STX7	secretory
ENSG00000081307	UBA5	secretory
ENSG00000086062	B4GALT1	secretory
ENSG00000086619	ERO1B	secretory
ENSG00000087111	PIGS	secretory
ENSG00000088298	EDEM2	secretory
ENSG00000089597	GANAB	secretory
ENSG00000095139	ARCN1	secretory
ENSG00000095261	PSMD5	secretory
ENSG00000099341	PSMD8	secretory
ENSG00000099365	STX1B	secretory
ENSG00000100083	GGA1	secretory
ENSG00000100280	AP1B1	secretory
ENSG00000100567	PSMA3	secretory
ENSG00000100804	PSMB5	secretory
ENSG00000100883	SRP54	secretory
ENSG00000100934	SEC23A	secretory
ENSG00000101182	PSMA7	secretory
ENSG00000101464	PIGU	secretory
ENSG00000101843	PSMD10	secretory
ENSG00000103035	PSMD7	secretory
ENSG00000103365	GGA2	secretory
ENSG00000103496	STX4	secretory
ENSG00000103723	AP3B2	secretory
ENSG00000105402	NAPA	secretory
ENSG00000105669	COPE	secretory
ENSG00000105829	BET1	secretory
ENSG00000106367	AP1S1	secretory
ENSG00000106392	C1GALT1	secretory
ENSG00000106588	PSMA2	secretory
ENSG00000106803	SEC61B	secretory
ENSG00000107862	GBF1	secretory
ENSG00000108587	GOSR1	secretory
ENSG00000108671	PSMD11	secretory
ENSG00000109332	UBE2D3	secretory
ENSG00000109586	GALNT7	secretory
ENSG00000110801	PSMD9	secretory
ENSG00000111481	COPZ1	secretory
ENSG00000111885	MAN1A1	secretory
ENSG00000112685	EXOC2	secretory
ENSG00000113558	SKP1	secretory
ENSG00000113615	SEC24A	secretory
ENSG00000114850	SSR3	secretory
ENSG00000114902	SPCS1	secretory
ENSG00000115233	PSMD14	secretory
ENSG00000115275	MOGS	secretory
ENSG00000115339	GALNT3	secretory
ENSG00000116406	EDEM3	secretory
ENSG00000116661	FBXO2	secretory
ENSG00000116903	EXOC8	secretory
ENSG00000117411	B4GALT2	secretory
ENSG00000117643	MAN1C1	secretory
ENSG00000117758	STX12	secretory
ENSG00000118363	SPCS2	secretory
ENSG00000120725	SIL1	secretory
ENSG00000120742	SERP1	secretory
ENSG00000122218	COPA	secretory
ENSG00000122705	CLTA	secretory
ENSG00000124151	NCOA3	secretory
ENSG00000124155	PIGT	secretory
ENSG00000124222	STX16	secretory
ENSG00000124783	SSR1	secretory
ENSG00000125447	GGA3	secretory
ENSG00000125844	RRBP1	secretory
ENSG00000126067	PSMB2	secretory
ENSG00000126091	ST3GAL3	secretory
ENSG00000127022	CANX	secretory
ENSG00000128268	MGAT3	secretory
ENSG00000128789	PSMG2	secretory
ENSG00000129083	COPB1	secretory
ENSG00000129084	PSMA1	secretory
ENSG00000129128	SPCS3	secretory
ENSG00000129562	DAD1	secretory
ENSG00000130035	GALNT8	secretory
ENSG00000130939	UBE4B	secretory
ENSG00000130985	UBA1	secretory
ENSG00000131446	MGAT1	secretory
ENSG00000131558	EXOC4	secretory
ENSG00000131871	SELENOS	secretory
ENSG00000132388	UBE2G1	secretory
ENSG00000132432	SEC61G	secretory
ENSG00000134109	EDEM1	secretory
ENSG00000134910	STT3A	secretory
ENSG00000135506	OS9	secretory
ENSG00000135604	STX11	secretory
ENSG00000135823	STX6	secretory
ENSG00000136542	GALNT5	secretory
ENSG00000136731	UGGT1	secretory
ENSG00000136770	DNAJC1	secretory
ENSG00000136930	PSMB7	secretory
ENSG00000136986	DERL1	secretory
ENSG00000138069	RAB1A	secretory
ENSG00000138073	PREB	secretory
ENSG00000138674	SEC31A	secretory
ENSG00000139629	GALNT6	secretory
ENSG00000140297	GCNT3	secretory
ENSG00000140319	SRP14	secretory
ENSG00000140506	LMAN1L	secretory
ENSG00000140612	SEC11A	secretory
ENSG00000141367	CLTC	secretory
ENSG00000141429	GALNT1	secretory
ENSG00000141510	TP53	secretory
ENSG00000142507	PSMB6	secretory
ENSG00000142892	PIGK	secretory
ENSG00000143106	PSMA5	secretory
ENSG00000143641	GALNT2	secretory
ENSG00000143761	ARF1	secretory
ENSG00000144036	EXOC6B	secretory
ENSG00000144278	GALNT13	secretory
ENSG00000144867	SRPRB	secretory
ENSG00000145495	MARCHF6	secretory
ENSG00000148396	SEC16A	secretory
ENSG00000149428	HYOU1	secretory
ENSG00000151092	NGLY1	secretory
ENSG00000152127	MGAT5	secretory
ENSG00000152700	SAR1B	secretory
ENSG00000153037	SRP19	secretory
ENSG00000154611	PSMA8	secretory
ENSG00000154917	RAB6B	secretory
ENSG00000157020	SEC13	secretory
ENSG00000157778	PSMG3	secretory
ENSG00000157823	AP3S2	secretory
ENSG00000159202	UBE2Z	secretory
ENSG00000159352	PSMD4	secretory
ENSG00000159377	PSMB4	secretory
ENSG00000160087	UBE2J2	secretory
ENSG00000161013	MGAT4B	secretory
ENSG00000162236	STX5	secretory
ENSG00000162298	SYVN1	secretory
ENSG00000162630	B3GALT2	secretory
ENSG00000163479	SSR2	secretory
ENSG00000163527	STT3B	secretory
ENSG00000163636	PSMD6	secretory
ENSG00000164574	GALNT10	secretory
ENSG00000165280	VCP	secretory
ENSG00000166128	RAB8B	secretory
ENSG00000166562	SEC11C	secretory
ENSG00000166598	HSP90B1	secretory
ENSG00000166747	AP1G1	secretory
ENSG00000167770	OTUB1	secretory
ENSG00000167881	SRP68	secretory
ENSG00000168282	MGAT2	secretory
ENSG00000168818	STX18	secretory
ENSG00000169223	LMAN2	secretory
ENSG00000170043	TRAPPC1	secretory
ENSG00000170310	STX8	secretory
ENSG00000171155	C1GALT1C1	secretory
ENSG00000172318	B3GALT1	secretory
ENSG00000173692	PSMD1	secretory
ENSG00000174780	SRP72	secretory
ENSG00000175166	PSMD2	secretory
ENSG00000175416	CLTB	secretory
ENSG00000177239	MAN1B1	secretory
ENSG00000178234	GALNT11	secretory
ENSG00000178750	STX19	secretory
ENSG00000179218	CALR	secretory
ENSG00000180104	EXOC3	secretory
ENSG00000180822	PSMG4	secretory
ENSG00000180879	SSR4	secretory
ENSG00000181029	TRAPPC5	secretory
ENSG00000181788	SIAH2	secretory
ENSG00000181789	COPG1	secretory
ENSG00000182050	MGAT4C	secretory
ENSG00000182093	GET1	secretory
ENSG00000182179	UBA7	secretory
ENSG00000182247	UBE2E2	secretory
ENSG00000182287	AP1S2	secretory
ENSG00000182400	TRAPPC6B	secretory
ENSG00000182446	NPLOC4	secretory
ENSG00000182473	EXOC7	secretory
ENSG00000182870	GALNT9	secretory
ENSG00000182934	SRPRA	secretory
ENSG00000183527	PSMG1	secretory
ENSG00000183574	RNF5	secretory
ENSG00000183778	B3GALT5	secretory
ENSG00000184432	COPB2	secretory
ENSG00000184787	UBE2G2	secretory
ENSG00000185009	AP3M1	secretory
ENSG00000185274	GALNT17	secretory
ENSG00000185345	PRKN	secretory
ENSG00000185624	P4HB	secretory
ENSG00000185627	PSMD13	secretory
ENSG00000185825	BCAP31	secretory
ENSG00000196470	SIAH1	secretory
ENSG00000196547	MAN2A2	secretory
ENSG00000196655	TRAPPC4	secretory
ENSG00000197121	PGAP1	secretory
ENSG00000197170	PSMD12	secretory
ENSG00000197858	GPAA1	secretory
ENSG00000197930	ERO1A	secretory
ENSG00000198162	MAN1A2	secretory
ENSG00000198356	GET3	secretory
ENSG00000198668	CALM1	secretory
ENSG00000204264	PSMB8	secretory
ENSG00000204463	BAG6	secretory
ENSG00000205220	PSMB10	secretory
ENSG00000222028	PSMB11	secretory
ENSG00000240118	PSMB9	secretory
ENSG00000244038	DDOST	secretory
ENSG00000257594	GALNT4	secretory
ENSG00000265808	SEC22B	secretory
ENSG00000274437	DERL3	secretory
ENSG00000277791	PSMB3	secretory
ENSG00000281184	PSMB1	secretory
